 [0.933 0.878 0.715 0.437 0.594]
 [0.088 0.076 0.584 0.906 0.179]
 [0.264 0.732 0.25  0.26  0.925]
 [0.032 0.102 0.61  0.871 0.285]
 [0.688 0.075 0.265 0.051 0.125]
 [0.081 0.095 0.553 0.899 0.322]
 [0.9   0.952 0.848 0.499 0.57 ]
 [0.232 0.249 0.179 0.176 0.357]
 [0.241 0.24  0.099 0.195 0.388]
 [0.776 0.084 0.404 0.053 0.098]
 [0.265 0.219 0.191 0.18  0.394]
 [0.231 0.198 0.052 0.196 0.37 ]
 [0.218 0.186 0.17  0.219 0.321]
 [0.927 0.931 0.791 0.49  0.572]
 [0.952 0.946 0.973 0.404 0.552]
 [0.393 0.61  0.656 0.94  0.385]
 [0.274 0.664 0.218 0.356 0.916]
 [0.211 0.691 0.187 0.334 0.891]
 [0.056 0.085 0.642 0.89  0.303]
 [0.989 0.947 0.819 0.463 0.543]
 [0.428 0.621 0.53  0.948 0.377]
 [0.374 0.644 0.578 1.    0.329]
 [0.935 0.999 0.844 0.459 0.556]
 [0.76  0.057 0.47  0.032 0.076]
 [0.773 0.092 0.34  0.083 0.139]
 [0.248 0.67  0.193 0.271 0.879]
 [0.914 0.975 0.756 0.458 0.577]
 [0.253 0.743 0.258 0.322 0.857]
 [0.038 0.045 0.649 0.815 0.222]
 [0.342 0.627 0.692 0.877 0.362]
 [0.729 0.045 0.351 0.081 0.193]
 [0.226 0.265 0.032 0.177 0.366]
 [0.348 0.623 0.57  0.943 0.361]
 [0.288 0.228 0.121 0.204 0.322]
 [0.925 0.883 0.805 0.494 0.486]
 [0.256 0.194 0.166 0.163 0.377]
 [0.287 0.743 0.183 0.282 0.909]
 [0.277 0.207 0.115 0.156 0.406]
 [0.877 0.91  0.757 0.448 0.585]
 [0.256 0.182 0.055 0.219 0.309]
 [0.75  0.028 0.283 0.014 0.109]
 [0.339 0.673 0.618 0.895 0.378]
 [0.813 0.098 0.36  0.119 0.169]
 [0.921 0.959 0.801 0.485 0.597]
 [0.27  0.241 0.175 0.207 0.394]
 [0.216 0.228 0.069 0.209 0.455]
 [1.    0.938 0.81  0.595 0.599]
 [0.241 0.71  0.135 0.345 0.853]
 [0.212 0.254 0.09  0.196 0.38 ]
 [0.734 0.    0.38  0.053 0.094]
 [0.368 0.654 0.626 0.938 0.433]
 [0.37  0.645 0.654 0.887 0.392]
 [0.935 0.915 0.85  0.483 0.613]
 [0.246 0.663 0.243 0.262 0.896]
 [0.38  0.629 0.522 0.891 0.363]
 [0.749 0.112 0.39  0.069 0.157]
 [0.    0.082 0.462 0.901 0.218]
 [0.249 0.676 0.278 0.341 0.897]
 [0.945 0.934 0.799 0.518 0.586]
 [0.064 0.027 0.536 0.919 0.264]
 [0.82  0.015 0.358 0.044 0.133]
 [0.751 0.106 0.332 0.122 0.128]
 [0.243 0.213 0.069 0.218 0.4  ]
 [0.766 0.056 0.417 0.06  0.083]
 [0.747 0.06  0.324 0.038 0.16 ]
 [0.379 0.616 0.577 0.972 0.382]
 [0.418 0.61  0.68  0.992 0.407]
 [0.244 0.247 0.153 0.166 0.379]
 [0.244 0.719 0.208 0.394 0.81 ]
 [0.374 0.621 0.575 0.959 0.357]
 [0.27  0.255 0.111 0.157 0.398]
 [0.372 0.668 0.578 0.87  0.404]
 [0.109 0.042 0.561 0.857 0.172]
 [0.365 0.671 0.619 0.955 0.405]
 [0.059 0.08  0.533 0.874 0.218]
 [0.335 0.665 0.536 0.966 0.43 ]
 [0.927 0.907 0.861 0.468 0.597]
 [0.256 0.209 0.101 0.175 0.36 ]
 [0.846 0.926 0.917 0.5   0.528]
 [0.763 0.097 0.358 0.063 0.098]
 [0.269 0.216 0.209 0.17  0.387]
 [0.261 0.717 0.076 0.335 0.887]
 [0.226 0.703 0.2   0.318 0.868]
 [0.368 0.623 0.629 0.969 0.412]
 [0.909 0.91  0.83  0.442 0.593]
 [0.746 0.075 0.372 0.061 0.182]
 [0.208 0.704 0.228 0.32  0.964]
 [0.22  0.251 0.096 0.163 0.376]
 [0.243 0.674 0.157 0.337 0.864]
 [0.767 0.074 0.389 0.067 0.054]
 [0.367 0.665 0.596 0.876 0.342]
 [0.232 0.702 0.203 0.301 0.88 ]
 [0.081 0.08  0.476 0.886 0.218]
 [0.792 0.047 0.374 0.017 0.126]
 [0.424 0.619 0.644 0.872 0.383]
 [0.232 0.656 0.226 0.296 0.892]
 [0.398 0.609 0.537 0.909 0.397]
 [0.767 0.012 0.234 0.085 0.18 ]
 [0.31  0.645 0.628 0.934 0.361]
 [0.365 0.612 0.586 0.969 0.394]
 [0.068 0.135 0.502 0.868 0.298]
 [0.027 0.029 0.601 0.861 0.234]
 [0.253 0.787 0.263 0.32  0.867]
 [0.383 0.618 0.733 0.87  0.321]
 [0.784 0.064 0.242 0.047 0.115]
 [0.209 0.717 0.009 0.307 0.936]
 [0.74  0.07  0.333 0.112 0.087]
 [0.192 0.226 0.21  0.164 0.441]
 [0.049 0.087 0.581 0.892 0.263]
 [0.991 0.935 0.805 0.517 0.577]
 [0.361 0.638 0.684 0.887 0.371]
 [0.8   0.065 0.364 0.059 0.125]
 [0.784 0.056 0.364 0.094 0.113]
 [0.224 0.69  0.231 0.36  0.878]
 [0.765 0.065 0.381 0.048 0.128]
 [0.244 0.192 0.102 0.176 0.371]
 [0.911 0.945 0.735 0.46  0.596]
 [0.984 0.904 0.904 0.456 0.589]
 [0.296 0.23  0.201 0.179 0.363]
 [0.031 0.093 0.519 0.835 0.243]
 [0.405 0.614 0.653 0.992 0.363]
 [0.065 0.046 0.555 0.861 0.267]
 [0.923 0.938 0.913 0.486 0.523]
 [0.409 0.581 0.694 0.938 0.398]
 [0.037 0.007 0.593 0.893 0.214]
 [0.761 0.073 0.359 0.066 0.182]
 [0.078 0.109 0.512 0.879 0.282]
 [0.349 0.637 0.576 0.95  0.37 ]
 [0.966 0.953 0.924 0.459 0.56 ]
 [0.287 0.658 0.282 0.306 0.927]
 [0.218 0.194 0.172 0.215 0.342]
 [0.357 0.608 0.681 0.965 0.387]
 [0.756 0.054 0.371 0.04  0.113]
 [0.229 0.652 0.19  0.35  0.925]
 [0.377 0.647 0.573 0.983 0.39 ]
 [0.727 0.099 0.347 0.072 0.169]
 [0.216 0.214 0.239 0.169 0.429]
 [0.785 0.043 0.289 0.067 0.095]
 [0.247 0.161 0.185 0.195 0.341]
 [0.763 0.087 0.331 0.015 0.062]
 [0.723 0.051 0.281 0.042 0.119]
 [0.102 0.117 0.602 0.865 0.181]
 [0.794 0.071 0.306 0.115 0.167]
 [0.242 0.681 0.114 0.326 0.92 ]
 [0.244 0.685 0.14  0.31  0.924]
 [0.203 0.674 0.213 0.38  0.888]
 [0.948 0.914 0.884 0.481 0.547]
 [0.914 0.921 0.826 0.421 0.569]
 [0.246 0.65  0.145 0.32  0.902]
 [0.954 0.922 0.874 0.559 0.545]
 [0.975 0.977 0.838 0.489 0.605]
 [0.922 0.945 0.764 0.457 0.57 ]
 [0.939 0.964 0.771 0.494 0.587]
 [0.421 0.692 0.488 0.885 0.377]
 [0.744 0.052 0.241 0.051 0.153]
 [0.909 0.963 0.77  0.431 0.615]
 [0.353 0.625 0.56  0.916 0.343]
 [0.768 0.036 0.251 0.046 0.071]
 [0.734 0.063 0.281 0.108 0.082]
 [0.219 0.65  0.138 0.33  0.84 ]
 [0.081 0.037 0.517 0.856 0.192]
 [0.259 0.234 0.194 0.188 0.402]
 [0.737 0.095 0.38  0.082 0.152]
 [0.779 0.043 0.358 0.059 0.117]
 [0.049 0.049 0.508 0.875 0.234]
 [0.394 0.643 0.526 0.933 0.441]
 [0.22  0.202 0.175 0.229 0.4  ]
 [0.048 0.08  0.528 0.919 0.213]
 [0.414 0.637 0.575 0.946 0.339]
 [0.935 0.955 0.837 0.517 0.537]
 [0.198 0.655 0.171 0.32  0.939]
 [0.908 0.912 0.766 0.475 0.599]
 [0.365 0.632 0.611 0.961 0.354]
 [0.057 0.132 0.611 0.861 0.264]
 [0.075 0.081 0.553 0.89  0.307]
 [0.392 0.634 0.676 0.926 0.362]
 [0.742 0.112 0.37  0.016 0.12 ]
 [0.377 0.646 0.546 0.948 0.338]
 [0.28  0.682 0.241 0.294 0.916]
 [0.736 0.022 0.326 0.094 0.12 ]
 [0.258 0.753 0.274 0.314 0.89 ]
 [0.374 0.667 0.641 0.907 0.387]
 [0.244 0.681 0.101 0.324 0.922]
 [0.944 0.915 0.79  0.474 0.602]
 [0.031 0.077 0.495 0.912 0.244]
 [0.76  0.04  0.322 0.118 0.177]
 [0.258 0.693 0.175 0.261 0.903]
 [0.046 0.102 0.448 0.905 0.183]
 [0.25  0.702 0.275 0.298 0.906]
 [0.23  0.7   0.125 0.311 0.946]
 [0.944 0.925 0.829 0.473 0.546]
 [0.777 0.069 0.429 0.099 0.092]
 [0.751 0.033 0.415 0.049 0.125]
 [0.774 0.037 0.403 0.045 0.126]
 [0.284 0.672 0.255 0.371 0.932]
 [0.279 0.738 0.328 0.383 0.871]
 [0.209 0.256 0.22  0.175 0.406]
 [0.249 0.692 0.183 0.32  0.887]
 [0.285 0.704 0.17  0.313 0.879]
 [0.249 0.26  0.088 0.18  0.426]
 [0.77  0.084 0.317 0.068 0.124]
 [0.085 0.071 0.579 0.884 0.22 ]
 [0.77  0.022 0.272 0.081 0.174]
 [0.099 0.068 0.578 0.898 0.235]
 [0.227 0.187 0.072 0.185 0.37 ]
 [0.189 0.711 0.161 0.317 0.891]
 [0.25  0.716 0.224 0.336 0.912]
 [0.382 0.653 0.597 0.99  0.374]
 [0.265 0.664 0.165 0.321 0.85 ]
 [0.778 0.034 0.272 0.033 0.106]
 [0.092 0.095 0.557 0.848 0.261]
 [0.228 0.677 0.097 0.272 0.941]
 [0.256 0.215 0.129 0.212 0.452]
 [0.376 0.639 0.597 0.963 0.347]
 [0.762 0.062 0.4   0.054 0.092]
 [0.224 0.197 0.193 0.172 0.38 ]
 [0.964 0.924 0.845 0.462 0.576]
 [0.253 0.655 0.168 0.302 0.912]
 [0.926 0.907 0.879 0.457 0.507]
 [0.889 0.919 0.8   0.46  0.559]
 [0.343 0.601 0.681 0.9   0.441]
 [0.779 0.102 0.311 0.095 0.126]
 [0.05  0.052 0.546 0.898 0.207]
 [0.918 0.958 0.804 0.478 0.544]
 [0.956 0.974 0.861 0.437 0.588]
 [0.268 0.238 0.216 0.154 0.395]
 [0.735 0.099 0.373 0.014 0.123]
 [0.798 0.023 0.392 0.041 0.097]
 [0.082 0.074 0.626 0.921 0.161]
 [0.264 0.689 0.155 0.356 0.938]
 [0.72  0.123 0.379 0.079 0.128]
 [0.176 0.242 0.137 0.226 0.36 ]
 [0.21  0.206 0.12  0.22  0.344]
 [0.057 0.051 0.679 0.877 0.252]
 [0.196 0.205 0.089 0.163 0.456]
 [0.014 0.048 0.618 0.876 0.3  ]
 [0.73  0.044 0.309 0.057 0.155]
 [0.938 0.952 0.806 0.494 0.643]
 [0.965 0.918 0.834 0.48  0.565]
 [0.234 0.641 0.148 0.259 0.891]
 [0.753 0.101 0.323 0.011 0.061]
 [0.778 0.016 0.544 0.088 0.124]
 [0.047 0.035 0.549 0.854 0.232]
 [0.236 0.711 0.202 0.358 0.917]
 [0.761 0.05  0.356 0.057 0.107]
 [0.27  0.649 0.318 0.35  0.891]
 [0.375 0.583 0.593 0.908 0.285]
 [0.431 0.626 0.653 0.891 0.366]
 [0.856 0.934 0.802 0.506 0.589]
 [0.749 0.045 0.335 0.045 0.089]
 [0.369 0.638 0.668 0.932 0.296]
 [0.929 0.944 0.845 0.503 0.637]
 [0.25  0.216 0.151 0.151 0.353]
 [0.839 0.052 0.282 0.087 0.093]
 [0.088 0.067 0.591 0.894 0.286]
 [0.271 0.69  0.153 0.301 0.919]
 [0.718 0.071 0.42  0.071 0.089]
 [0.248 0.23  0.181 0.226 0.343]
 [0.416 0.639 0.61  0.949 0.415]
 [0.043 0.07  0.536 0.904 0.252]
 [0.267 0.704 0.272 0.284 0.891]
 [0.353 0.658 0.54  0.961 0.38 ]
 [0.05  0.045 0.544 0.896 0.161]
 [0.057 0.031 0.464 0.852 0.272]
 [0.378 0.622 0.646 0.89  0.383]
 [0.221 0.703 0.164 0.344 0.906]
 [0.986 0.985 0.713 0.447 0.607]
 [0.93  0.936 0.764 0.454 0.627]
 [0.287 0.687 0.15  0.326 0.898]
 [0.729 0.076 0.378 0.061 0.167]
 [0.789 0.035 0.311 0.044 0.133]
 [0.8   0.052 0.444 0.059 0.075]
 [0.901 0.982 0.86  0.45  0.582]
 [0.045 0.084 0.479 0.88  0.276]
 [0.904 0.948 0.755 0.468 0.511]
 [0.255 0.724 0.084 0.342 0.847]
 [0.224 0.213 0.168 0.206 0.414]
 [0.245 0.196 0.19  0.232 0.338]
 [0.406 0.613 0.735 0.954 0.419]
 [0.925 0.892 0.772 0.41  0.583]
 [0.77  0.054 0.262 0.029 0.135]
 [0.358 0.612 0.497 0.911 0.379]
 [0.897 0.924 0.748 0.416 0.559]
 [0.045 0.144 0.5   0.93  0.214]
 [0.79  0.052 0.378 0.09  0.121]
 [0.336 0.64  0.599 0.949 0.395]
 [0.8   0.076 0.32  0.043 0.054]
 [0.27  0.704 0.186 0.323 0.89 ]
 [0.027 0.136 0.497 0.952 0.271]
 [0.092 0.016 0.627 0.908 0.186]
 [0.111 0.087 0.555 0.867 0.26 ]
 [0.211 0.694 0.223 0.267 0.875]
 [0.938 0.93  0.796 0.49  0.579]
 [0.063 0.032 0.654 0.873 0.3  ]
 [0.285 0.255 0.191 0.165 0.423]
 [0.951 0.935 0.849 0.513 0.564]
 [0.932 0.946 0.81  0.449 0.55 ]
 [0.762 0.092 0.356 0.088 0.149]
 [0.263 0.196 0.1   0.123 0.294]
 [0.051 0.046 0.589 0.878 0.242]
 [0.205 0.706 0.144 0.363 0.891]
 [0.223 0.266 0.231 0.201 0.43 ]
 [0.392 0.667 0.593 0.925 0.319]
 [0.268 0.705 0.168 0.361 0.745]
 [0.088 0.086 0.635 0.881 0.216]
 [0.207 0.216 0.    0.223 0.356]
 [0.94  0.953 0.847 0.429 0.577]
 [0.394 0.587 0.693 0.896 0.429]
 [0.217 0.662 0.304 0.318 0.93 ]
 [0.763 0.067 0.394 0.059 0.168]
 [0.912 0.977 0.933 0.457 0.51 ]
 [0.255 0.242 0.176 0.146 0.411]
 [0.114 0.083 0.531 0.86  0.208]
 [0.739 0.077 0.456 0.103 0.139]
 [0.284 0.184 0.169 0.163 0.365]
 [0.081 0.073 0.531 0.883 0.246]
 [0.033 0.096 0.661 0.896 0.227]
 [0.017 0.033 0.574 0.889 0.174]
 [0.08  0.041 0.537 0.918 0.224]
 [0.89  0.893 0.866 0.462 0.591]
 [0.256 0.236 0.177 0.234 0.383]
 [0.718 0.021 0.414 0.028 0.146]
 [0.072 0.127 0.56  0.928 0.222]
 [0.045 0.01  0.535 0.906 0.252]
 [0.04  0.082 0.596 0.888 0.226]
 [0.249 0.187 0.198 0.144 0.402]
 [0.252 0.252 0.118 0.189 0.433]
 [0.052 0.055 0.635 0.903 0.212]
 [0.239 0.724 0.192 0.323 0.867]
 [0.258 0.22  0.201 0.173 0.361]
 [0.086 0.045 0.658 0.828 0.295]
 [0.797 0.069 0.297 0.082 0.111]
 [0.434 0.606 0.581 0.868 0.308]
 [0.065 0.049 0.515 0.918 0.253]
 [0.058 0.062 0.481 0.877 0.217]
 [0.746 0.082 0.329 0.028 0.173]
 [0.368 0.6   0.613 0.934 0.351]
 [0.905 0.924 0.87  0.499 0.626]
 [0.92  0.899 0.949 0.462 0.562]
 [0.749 0.068 0.425 0.033 0.144]
 [0.346 0.72  0.15  0.335 0.929]
 [0.256 0.2   0.122 0.227 0.386]
 [0.383 0.649 0.618 0.916 0.341]
 [0.391 0.634 0.618 0.894 0.425]
 [0.73  0.062 0.454 0.05  0.166]
 [0.059 0.068 0.558 0.877 0.208]
 [0.107 0.033 0.526 0.806 0.233]
 [0.711 0.048 0.312 0.056 0.12 ]
 [0.983 0.947 0.764 0.506 0.608]
 [0.093 0.076 0.562 0.878 0.272]
 [0.769 0.076 0.317 0.114 0.16 ]
 [0.906 0.93  0.888 0.481 0.617]
 [0.927 0.931 0.87  0.45  0.594]
 [0.383 0.618 0.574 0.864 0.391]
 [0.229 0.198 0.102 0.181 0.355]
 [0.98  0.971 0.826 0.426 0.574]
 [0.296 0.215 0.156 0.224 0.403]
 [0.918 0.878 0.687 0.445 0.563]
 [0.77  0.076 0.384 0.078 0.   ]
 [0.378 0.617 0.617 0.904 0.434]
 [0.771 0.034 0.232 0.066 0.095]
 [0.76  0.107 0.414 0.026 0.107]
 [0.209 0.223 0.16  0.14  0.39 ]
 [0.3   0.218 0.126 0.171 0.383]
 [0.949 0.905 0.793 0.486 0.564]
 [0.754 0.054 0.397 0.059 0.109]
 [0.955 0.936 0.828 0.481 0.598]
 [0.045 0.081 0.627 0.891 0.175]
 [0.077 0.056 0.605 0.871 0.321]
 [0.773 0.038 0.318 0.086 0.166]
 [0.087 0.097 0.52  0.888 0.277]
 [0.004 0.059 0.439 0.924 0.234]
 [0.262 0.293 0.13  0.172 0.361]
 [0.712 0.07  0.294 0.044 0.115]
 [0.304 0.22  0.058 0.185 0.371]
 [0.243 0.72  0.079 0.288 0.908]
 [0.25  0.676 0.088 0.283 0.867]
 [0.957 0.959 0.794 0.483 0.549]
 [0.235 0.24  0.136 0.183 0.385]
 [0.888 0.917 0.928 0.519 0.526]
 [0.239 0.177 0.155 0.183 0.369]
 [0.401 0.672 0.714 0.943 0.358]
 [0.434 0.661 0.546 0.938 0.377]
 [0.06  0.097 0.518 0.861 0.242]
 [0.363 0.64  0.621 0.932 0.39 ]
 [0.042 0.065 0.563 0.844 0.294]
 [0.078 0.07  0.614 0.867 0.211]
 [0.28  0.284 0.291 0.208 0.421]
 [0.09  0.095 0.54  0.895 0.267]
 [0.262 0.219 0.072 0.213 0.423]
 [0.77  0.077 0.414 0.068 0.091]
 [0.356 0.648 0.643 0.945 0.377]
 [0.763 0.133 0.398 0.072 0.189]
 [0.056 0.068 0.657 0.872 0.264]
 [0.376 0.612 0.649 0.921 0.316]
 [0.271 0.209 0.153 0.161 0.357]
 [0.241 0.192 0.093 0.168 0.402]
 [0.241 0.704 0.2   0.353 0.842]
 [0.078 0.073 0.577 0.88  0.164]];
